"year","ISO","ISO_No","Country_N","Adm_N","GID_1","HASC","PWC_Lat","PWC_Lon","Pop","Density","Area","PWD_A","PWD_G","PWD_M","PWD_D1","PWD_D2","PWD_D3","PWD_D4","PWD_D5","PWD_D6","PWD_D7","PWD_D8","PWD_D9","PWD_D10"
"2015","RUS","643","Russia","Gorno-Altay","RUS.16_1","RU.GA","51.3421211242676","86.2644882202148","213315","2.3","92205.6","593.0","49.8","75.3","0.8","2.1","5.9","21.0","75.3","216.6","436.7","1053.7","2053.9","4872.1"
"2015","RUS","643","Russia","Ingush","RUS.17_1","RU.IN","43.2736053466797","44.9378128051758","449992","139.8","3219.5","1133.2","572.4","799.4","64.3","188.5","358.5","560.8","799.4","1057.3","1385.0","1869.6","2803.6","6613.3"
"2015","RUS","643","Russia","Irkutsk","RUS.18_1","RU.IK","53.9700889587402","103.27579498291","2393601","3.2","749108.4","1650.9","326.4","693.7","7.2","40.4","125.5","303.5","693.7","1211.2","2044.2","3306.9","5196.3","7568.7"
"2015","RUS","643","Russia","Ivanovo","RUS.19_1","RU.IV","57.0431900024414","41.343563079834","1051577","46.3","22726.1","2763.4","875.9","1769.6","30.0","159.2","434.6","1079.5","1769.6","2529.1","3723.7","5465.0","8161.5","9686.3"
"2015","RUS","643","Russia","Kabardin-Balkar","RUS.20_1","RU.KB","43.5485954284668","43.6984939575195","840801","71.9","11692.5","2322.1","682.3","761.2","41.5","140.3","268.6","449.3","761.2","1729.5","3035.8","4700.1","6737.2","13841.6"
"2015","RUS","643","Russia","Kaliningrad","RUS.21_1","RU.KN","54.7264366149902","20.831298828125","955178","70.9","13465.7","2194.4","684.6","1131.8","30.6","115.9","270.1","593.8","1131.8","1953.5","2999.1","4521.8","6058.1","9750.4"
"2015","RUS","643","Russia","Kalmyk","RUS.22_1","RU.KL","46.4013328552246","44.5704383850098","297332","4.1","73092.4","822.2","93.0","198.7","1.2","3.3","15.3","74.9","198.7","396.6","721.2","1420.6","3239.3","4572.3"
"2015","RUS","643","Russia","Kaluga","RUS.23_1","RU.KG","54.5723533630371","36.0029029846191","1023550","35.5","28817.0","1403.4","389.7","480.3","23.1","87.2","172.5","293.6","480.3","805.5","1360.3","2362.8","4707.4","10462.0"
"2015","RUS","643","Russia","Kamchatka","RUS.24_1","RU.KQ","53.6450691223145","158.884613037109","307973","0.7","451948.7","1755.6","244.2","753.1","0.9","23.1","114.1","288.4","753.1","1735.8","2715.7","3621.5","4854.8","8318.7"
"2015","RUS","643","Russia","Karachay-Cherkess","RUS.25_1","RU.KC","44.0144958496094","42.1400833129883","657110","43.8","14999.4","2348.3","701.9","864.5","35.4","170.8","324.2","507.2","864.5","1771.7","3642.4","5163.7","6240.0","12233.4"
"2015","RUS","643","Russia","Karelia","RUS.26_1","RU.KI","62.4529418945312","33.6347465515137","615655","4.3","142138.2","1949.0","175.2","232.6","2.1","8.1","27.7","88.8","232.6","720.9","2334.5","4559.8","6613.7","10220.8"
"2015","RUS","643","Russia","Kemerovo","RUS.27_1","RU.KE","54.6106834411621","86.6135635375977","2743691","28.9","94889.8","2091.8","705.1","1167.8","37.2","182.9","413.9","748.9","1167.8","1677.9","2398.6","3676.0","5970.1","9995.4"
"2015","RUS","643","Russia","Khabarovsk","RUS.28_1","RU.KH","49.3741683959961","136.141510009766","1326606","1.7","771475.8","2207.0","500.4","1309.5","8.0","85.6","272.7","690.1","1309.5","2091.0","3090.8","4450.1","6244.3","7946.1"
"2015","RUS","643","Russia","Khakass","RUS.29_1","RU.KK","53.5914459228516","90.7662200927734","350826","5.9","59100.7","914.4","150.6","211.6","3.2","17.8","52.3","113.2","211.6","403.9","830.9","1682.7","3322.9","5819.0"
"2015","RUS","643","Russia","Khanty-Mansiy","RUS.30_1","RU.KM","61.4580192565918","71.2016143798828","1605138","3.2","504442.6","374.5","65.9","85.4","2.1","8.3","21.6","45.8","85.4","159.6","316.2","666.9","1366.1","2770.1"
"2015","RUS","643","Russia","Kirov","RUS.31_1","RU.KV","58.3677444458008","49.763256072998","1264910","10.7","118666.7","1388.6","274.8","514.4","4.3","28.3","118.5","277.7","514.4","896.0","1489.9","2557.3","4452.7","8582.0"
"2015","RUS","643","Russia","Komi","RUS.32_1","RU.KO","63.4974632263184","54.1642532348633","854055","2.1","411724.2","1121.6","113.1","185.4","1.2","7.2","27.8","76.8","185.4","444.3","913.3","1791.1","4196.8","7427.4"
"2015","RUS","643","Russia","Kostroma","RUS.33_1","RU.KT","58.0047187805176","42.1235771179199","642475","10.8","59456.2","2096.4","402.2","848.3","5.5","45.2","159.3","381.6","848.3","1412.6","2408.1","4830.1","7025.6","8024.8"
"2015","RUS","643","Russia","Krasnodar","RUS.34_1","RU.KD","45.0882682800293","39.2740783691406","5398987","72.1","74878.6","1338.5","443.9","537.8","29.8","112.4","222.4","355.6","537.8","836.0","1317.2","2147.3","4091.3","8458.0"
"2015","RUS","643","Russia","Kurgan","RUS.36_1","RU.KU","55.5082893371582","64.7997589111328","872425","12.4","70227.6","1459.1","225.2","350.9","3.7","16.8","72.6","176.7","350.9","637.0","1282.1","3089.0","5379.4","7704.1"
"2015","RUS","643","Russia","Kursk","RUS.37_1","RU.KS","51.7326927185059","36.0213165283203","1099209","35.7","30802.4","1743.4","452.1","680.5","13.6","76.2","179.7","348.6","680.5","1278.6","2276.0","3819.6","5363.4","9271.6"
"2015","RUS","643","Russia","Leningrad","RUS.38_1","RU.LN","59.8896331787109","30.6003551483154","2180358","29.5","74017.2","2478.9","328.1","316.8","17.1","52.6","114.3","199.2","316.8","519.4","938.5","2127.1","9673.9","35638.6"
"2015","RUS","643","Russia","Lipetsk","RUS.39_1","RU.LP","52.6015815734863","39.3478584289551","1183181","48.7","24276.7","1842.1","517.0","788.5","22.0","92.9","196.7","379.0","788.5","1515.9","2185.0","3561.2","5590.2","9512.3"
"2015","RUS","643","Russia","Maga Buryatdan","RUS.40_1","RU.MG","60.3547897338867","150.893859863281","146082","0.3","456639.9","1010.2","78.9","163.6","0.3","3.6","18.7","63.0","163.6","440.7","1101.0","2239.7","3781.0","5254.5"
"2015","RUS","643","Russia","Mariy-El","RUS.41_1","RU.ME","56.5298805236816","48.0901832580566","686242","30.0","22860.8","2802.3","529.6","767.8","12.8","46.5","150.8","323.6","767.8","2053.9","3912.3","6156.5","9141.7","11391.2"
"2015","RUS","643","Russia","Mordovia","RUS.42_1","RU.MR","54.2614974975586","44.8228492736816","823859","31.6","26064.8","1476.4","332.3","411.1","12.6","56.5","137.2","244.6","411.1","720.1","1333.2","2327.2","5066.4","9199.7"
"2015","RUS","643","Russia","Moscow City","RUS.43_1","NA","55.7391128540039","37.6310348510742","11263153","10484.1","1074.3","17586.1","14760.1","16405.9","6437.4","9513.0","11943.9","14103.3","16405.9","18795.4","21526.2","25325.4","30350.1","55801.7"
"2015","RUS","643","Russia","Moskva","RUS.44_1","RU.MS","55.6985702514648","37.7479858398438","8834641","191.7","46094.6","4511.0","1334.4","1647.0","111.1","253.7","469.9","878.8","1647.0","2779.6","4706.5","7982.7","12839.8","41046.2"
"2015","RUS","643","Russia","Murmansk","RUS.45_1","RU.MM","68.5303726196289","32.9835395812988","757093","5.6","134861.6","2225.9","368.6","585.3","8.2","39.0","97.5","222.4","585.3","1382.1","2983.9","5058.1","7458.0","10189.0"
"2015","RUS","643","Russia","Nenets","RUS.46_1","RU.NN","67.5936126708984","53.1556663513184","41020","0.2","168550.6","1165.6","61.1","432.7","0.1","0.8","4.1","32.7","432.7","1079.1","1627.3","2425.5","3648.9","5411.9"
"2015","RUS","643","Russia","Nizhegorod","RUS.47_1","RU.NZ","56.1265525817871","43.9513397216797","3238618","43.9","73719.2","5490.1","828.6","1102.7","33.4","138.4","282.4","532.9","1102.7","2262.5","4096.7","6601.6","10285.9","163244.5"
"2015","RUS","643","Russia","North Ossetia","RUS.48_1","RU.NO","43.1219940185547","44.577091217041","680776","96.1","7083.1","2921.2","908.5","999.2","66.0","205.2","364.2","590.8","999.2","2210.3","3729.4","5915.5","8829.8","14346.5"
"2015","RUS","643","Russia","Novgorod","RUS.49_1","RU.NG","58.3934364318848","32.1512413024902","628140","11.6","53958.8","2070.4","292.0","391.0","5.0","24.2","94.0","206.3","391.0","835.1","1836.9","4366.4","8114.7","11296.2"
"2015","RUS","643","Russia","Novosibirsk","RUS.50_1","RU.NS","54.9375114440918","82.1353912353516","2712478","15.9","170897.4","3386.2","779.4","2018.4","17.5","85.7","236.9","941.6","2018.4","3229.5","5001.6","7353.9","9552.3","11273.7"
"2015","RUS","643","Russia","Omsk","RUS.51_1","RU.OM","55.1132621765137","73.3593368530273","1956803","14.3","137052.4","2595.5","562.7","1263.0","11.8","63.6","162.9","560.8","1263.0","2316.9","4141.6","5675.9","7638.7","8829.7"
"2015","RUS","643","Russia","Orel","RUS.52_1","RU.OL","52.8605880737305","36.3779754638672","759243","31.3","24230.9","2916.3","621.1","1135.9","10.8","77.6","218.3","499.5","1135.9","2408.0","4147.7","6199.6","7504.1","28663.7"
"2015","RUS","643","Russia","Orenburg","RUS.53_1","RU.OB","51.9020347595215","55.6125259399414","1996862","16.1","123698.1","1920.2","357.8","541.5","7.5","43.6","123.5","266.5","541.5","1124.3","2130.3","3872.1","6685.5","9897.3"
"2015","RUS","643","Russia","Penza","RUS.54_1","RU.PZ","53.1692390441895","44.9414672851562","1369721","32.2","42523.3","2183.0","511.0","750.2","14.1","74.2","185.3","374.0","750.2","1592.6","2966.7","4767.9","7028.2","9670.1"
"2015","RUS","643","Russia","Perm'","RUS.55_1","RU.PE","58.1311874389648","56.2405738830566","2569407","16.3","157613.4","1157.5","317.6","546.5","10.3","55.3","159.3","311.5","546.5","867.6","1356.7","2052.1","3128.7","15119.5"
"2015","RUS","643","Russia","Primor'ye","RUS.56_1","RU.PR","43.6859474182129","132.571212768555","1929395","12.0","161135.7","2269.8","518.8","1004.7","10.5","75.3","242.9","508.0","1004.7","1751.4","2870.0","4244.5","7209.6","10825.8"
"2015","RUS","643","Russia","Pskov","RUS.57_1","RU.PS","57.2265357971191","29.1060218811035","637592","12.2","52268.4","1768.9","295.5","607.6","3.8","14.0","103.0","289.8","607.6","1329.7","2197.6","3361.1","5304.2","10263.3"
"2015","RUS","643","Russia","Rostov","RUS.58_1","RU.RO","47.4989967346191","40.2589416503906","4289576","43.5","98665.4","2735.7","716.1","1198.2","27.0","118.3","252.6","547.2","1198.2","2268.0","3749.2","5432.6","7933.4","13969.4"
"2015","RUS","643","Russia","Ryazan'","RUS.59_1","RU.RZ","54.4489517211914","40.1323204040527","1140905","29.1","39258.3","2271.1","497.8","859.6","15.6","68.2","151.6","330.0","859.6","1671.0","2659.1","4377.5","7046.2","11427.2"
"2015","RUS","643","Russia","Sakha","RUS.60_1","RU.SK","62.204647064209","126.746208190918","986516","0.3","2968893.8","477.2","29.3","52.1","0.2","1.1","5.2","18.3","52.1","120.5","267.9","729.2","1704.6","4200.2"
"2015","RUS","643","Russia","Sakhalin","RUS.61_1","RU.SL","47.911865234375","142.843383789062","480615","5.7","84121.3","1110.3","186.2","284.5","3.9","18.6","64.2","148.2","284.5","545.6","1101.3","2320.8","4214.4","5284.3"
"2015","RUS","643","Russia","Samara","RUS.62_1","RU.SA","53.3195610046387","49.976505279541","3287873","63.8","51495.3","3780.9","1321.5","2434.2","66.5","251.8","781.7","1503.4","2434.2","3777.8","5536.1","7577.2","9823.1","13160.4"
"2015","RUS","643","Russia","Saratov","RUS.63_1","RU.SR","51.6305503845215","46.26123046875","2489706","25.3","98264.4","2281.4","466.7","695.2","11.5","60.2","165.2","340.6","695.2","1398.3","2567.4","4556.2","8254.9","14982.4"
"2015","RUS","643","Russia","Smolensk","RUS.64_1","RU.SM","54.8433494567871","32.7537536621094","967957","19.8","48930.7","3196.7","474.1","572.6","7.5","46.8","148.7","295.8","572.6","1353.7","4086.4","7041.5","10621.9","16502.0"
"2015","RUS","643","Russia","Stavropol'","RUS.65_1","RU.ST","44.6703605651855","42.891185760498","2791231","41.9","66626.5","1732.3","459.5","598.4","17.5","85.4","199.9","359.2","598.4","1051.2","1961.8","3426.6","5563.0","10218.2"
"2015","RUS","643","Russia","Sverdlovsk","RUS.66_1","RU.SV","57.338436126709","60.7476577758789","4282817","22.4","190945.2","2059.2","618.9","921.9","35.4","136.0","293.5","546.7","921.9","1493.7","2378.9","3994.7","6420.7","9689.7"
"2015","RUS","643","Russia","Tambov","RUS.67_1","RU.TB","52.7143707275391","41.4675559997559","1065433","31.4","33985.3","2940.8","574.6","966.4","10.8","66.3","167.2","337.7","966.4","2379.6","4256.7","6677.0","8964.1","14054.2"
"2015","RUS","643","Russia","Tatarstan","RUS.68_1","RU.TT","55.5455665588379","50.7431488037109","3915903","60.2","65044.2","2556.3","683.4","1017.7","28.8","112.6","243.3","474.8","1017.7","1909.7","3249.3","5487.1","8305.3","10761.6"
"2015","RUS","643","Russia","Tomsk","RUS.69_1","RU.TO","56.9855575561523","84.3164291381836","1072777","3.5","309731.0","2742.5","520.5","1475.8","3.7","58.5","254.6","770.7","1475.8","2554.0","4228.4","5835.5","7724.5","8844.9"
"2015","RUS","643","Russia","Tula","RUS.70_1","RU.TL","54.0441589355469","37.7270393371582","1509145","59.7","25284.7","2113.3","582.8","735.8","34.5","113.0","216.9","394.7","735.8","1387.5","2315.0","4019.1","7083.4","13185.7"
"2015","RUS","643","Russia","Tuva","RUS.71_1","RU.TU","51.4395484924316","93.4821319580078","316567","1.9","166934.5","835.0","73.2","138.3","1.0","2.4","10.2","40.1","138.3","339.0","734.3","1513.8","3018.6","5951.0"
"2015","RUS","643","Russia","Tver'","RUS.72_1","RU.TV","56.9829139709473","35.4373779296875","1334655","16.1","82683.9","1826.9","352.3","591.1","6.4","37.8","129.7","283.2","591.1","1162.7","2098.3","3767.3","5859.6","8988.9"
"2015","RUS","643","Russia","Tyumen'","RUS.73_1","RU.TY","57.0489234924316","66.7933502197266","1402467","9.1","154046.1","2120.1","445.2","824.5","7.5","54.3","186.2","435.6","824.5","1594.8","2940.8","4658.2","6738.1","8811.7"
"2015","RUS","643","Russia","Udmurt","RUS.74_1","RU.UD","56.9800567626953","53.1378326416016","1512106","36.7","41207.5","3035.1","805.9","1702.1","16.0","126.3","338.7","809.4","1702.1","3093.3","4620.9","6301.8","8572.5","10432.9"
"2015","RUS","643","Russia","Ul'yanovsk","RUS.75_1","RU.UL","54.1376609802246","48.3037109375","1271035","36.7","34677.3","2023.9","535.5","784.2","24.8","90.9","186.0","374.7","784.2","1565.4","2696.5","4268.1","6030.3","10439.5"
"2015","RUS","643","Russia","Vladimir","RUS.76_1","RU.VL","56.0652656555176","40.6163787841797","1407679","48.8","28841.0","1937.9","529.1","721.4","26.7","97.2","194.6","370.2","721.4","1355.9","2299.5","3754.5","6065.5","10893.3"
"2015","RUS","643","Russia","Volgograd","RUS.77_1","RU.VG","49.1749000549316","44.335807800293","2617229","24.1","108807.9","2193.5","587.7","1316.2","14.0","86.7","241.9","636.2","1316.2","2107.4","3112.7","4487.8","5840.3","9339.9"
"2015","RUS","643","Russia","Vologda","RUS.78_1","RU.VO","59.4596824645996","39.650447845459","1190854","8.5","140244.9","2652.9","379.4","871.4","4.7","23.9","90.2","241.1","871.4","2133.1","3793.1","6020.0","8628.9","10600.9"
"2015","RUS","643","Russia","Voronezh","RUS.79_1","RU.VR","51.2884178161621","39.7624549865723","2347629","45.7","51344.2","2254.7","518.0","557.6","22.2","93.8","188.3","312.7","557.6","1215.6","2453.2","4797.7","7912.5","10753.0"
"2015","RUS","643","Russia","Yamal-Nenets","RUS.80_1","RU.YN","65.3739700317383","74.1885604858398","546394","0.9","640478.0","286.3","29.3","37.3","0.6","2.8","8.3","19.1","37.3","70.5","142.4","372.0","1125.2","2802.4"
"2015","RUS","643","Russia","Yaroslavl'","RUS.81_1","RU.YS","57.6546211242676","39.4728851318359","1262402","39.3","32132.8","16348.0","1620.4","2607.2","30.8","161.4","559.4","1550.7","2607.2","4133.2","6594.3","9568.4","73342.5","229080.9"
"2015","RUS","643","Russia","Yevrey","RUS.82_1","RU.YV","48.6172943115234","132.660934448242","166759","4.7","35223.2","898.6","139.0","243.4","1.9","10.9","49.9","125.5","243.4","451.2","864.0","1696.7","3020.6","6759.5"
"2015","RUS","643","Russia","Zabaykal'ye","RUS.83_1","RU.ZB","51.5429916381836","114.76441192627","1102864","2.6","426908.1","580.2","74.9","99.1","1.7","7.1","19.6","45.6","99.1","207.9","447.8","956.2","1899.8","4937.1"
"2015","IDN","360","Indonesia","Aceh","IDN.1_1","ID.AC","4.62119388580322","96.8028411865234","4657909","81.7","56992.6","642.1","256.3","284.1","34.9","67.4","104.1","163.6","284.1","473.1","704.3","1004.9","1684.8","6497.2"
"2015","IDN","360","Indonesia","Bali","IDN.2_1","ID.BA","-8.48748207092285","115.18879699707","4349860","774.7","5615.0","3062.1","1618.7","1520.4","314.6","550.2","802.7","1145.3","1520.4","2342.7","3520.3","5456.8","8891.9","12979.1"
"2015","IDN","360","Indonesia","Bangka Belitung","IDN.3_1","ID.BB","-2.33789229393005","106.421989440918","1424375","84.7","16826.5","558.9","183.0","126.5","35.4","53.9","73.5","94.9","126.5","198.7","365.3","720.1","1700.2","6209.3"
"2015","IDN","360","Indonesia","Banten","IDN.4_1","ID.BT","-6.25840330123901","106.398078918457","12339270","1324.3","9317.3","5393.7","3195.8","4076.1","579.7","1073.1","1816.4","2790.5","4076.1","5902.2","7835.8","9712.7","12081.1","24399.3"
"2015","IDN","360","Indonesia","Bengkulu","IDN.5_1","ID.BE","-3.67948460578918","102.392913818359","1789725","89.1","20080.6","868.7","233.7","151.3","40.6","66.4","90.4","118.2","151.3","217.2","481.7","1194.8","3039.5","9072.0"
"2015","IDN","360","Indonesia","Gorontalo","IDN.6_1","ID.GO","0.607452690601349","122.784027099609","1164973","96.5","12073.7","1738.2","403.0","311.9","40.0","74.2","116.6","172.6","311.9","667.9","1559.5","2704.4","5986.6","13960.8"
"2015","IDN","360","Indonesia","Jakarta Raya","IDN.7_1","ID.JK","-6.2059645652771","106.831359863281","10005607","15447.6","647.7","17021.0","16449.6","16641.9","12044.9","14001.5","15074.7","15916.5","16641.9","17534.6","18896.1","20265.4","23318.8","25985.7"
"2015","IDN","360","Indonesia","Jambi","IDN.8_1","ID.JA","-1.65614855289459","102.839347839355","3503387","71.8","48762.6","1297.2","218.0","121.7","29.8","48.5","68.3","88.8","121.7","198.5","433.7","1321.9","5364.6","14090.6"
"2015","IDN","360","Indonesia","Jawa Barat","IDN.9_1","ID.JR","-6.7466402053833","107.491729736328","47587017","1297.2","36683.9","6074.9","2877.9","2706.5","533.7","898.3","1301.1","1819.4","2706.5","4375.2","6720.5","10407.2","15802.1","36117.8"
"2015","IDN","360","Indonesia","Jawa Tengah","IDN.10_1","ID.JT","-7.2342267036438","110.143341064453","33037247","979.8","33718.8","2325.8","1504.1","1438.9","456.9","724.6","958.5","1188.3","1438.9","1734.9","2201.1","3397.2","5811.0","20947.2"
"2015","IDN","360","Indonesia","Jawa Timur","IDN.11_1","ID.JI","-7.65385818481445","112.659973144531","38838619","811.5","47860.3","2733.1","1470.8","1303.3","380.8","637.3","853.6","1072.2","1303.3","1605.1","2327.7","3963.2","7389.3","17672.4"
"2015","IDN","360","Indonesia","Kalimantan Barat","IDN.12_1","ID.KB","0.131734251976013","110.04337310791","4790403","32.7","146668.8","683.8","114.3","74.8","14.8","25.8","37.9","52.6","74.8","116.0","219.5","618.5","2402.5","7641.9"
"2015","IDN","360","Indonesia","Kalimantan Selatan","IDN.13_1","ID.KS","-3.10462760925293","115.122756958008","4017054","107.5","37356.3","2055.1","383.5","284.8","44.2","74.6","115.9","178.1","284.8","461.6","835.1","2093.6","9381.6","16527.7"
"2015","IDN","360","Indonesia","Kalimantan Tengah","IDN.14_1","ID.KT","-2.02445363998413","113.414520263672","2477537","16.1","153417.1","126.1","37.9","33.3","7.0","12.3","17.7","24.6","33.3","44.8","62.5","106.7","277.7","3369.2"
"2015","IDN","360","Indonesia","Kalimantan Timur","IDN.15_1","ID.KM","0.177066579461098","116.98274230957","4285767","21.8","196213.1","1775.7","257.5","273.7","9.7","23.3","48.9","114.3","273.7","699.9","1510.2","3847.3","6252.3","12610.5"
"2015","IDN","360","Indonesia","Kepulauan Riau","IDN.16_1","ID.KR","1.07540214061737","104.263626098633","2180278","252.0","8651.1","2551.1","1195.8","1766.8","107.1","288.2","726.8","1213.4","1766.8","2699.1","3582.5","4672.3","6111.3","10282.3"
"2015","IDN","360","Indonesia","Lampung","IDN.17_1","ID.LA","-5.11243677139282","105.155288696289","8152482","244.1","33403.2","1323.6","511.4","449.2","107.0","167.1","239.2","335.3","449.2","603.2","845.5","1384.6","4077.7","12367.0"
"2015","IDN","360","Indonesia","Maluku","IDN.19_1","ID.MA","-4.20140027999878","129.288803100586","1796354","38.4","46835.8","1231.8","156.0","91.2","14.1","26.3","41.4","60.5","91.2","152.8","410.8","1435.8","4426.3","15358.9"
"2015","IDN","360","Indonesia","Maluku Utara","IDN.18_1","ID.MU","0.335887223482132","127.399955749512","1297603","40.5","32040.1","996.3","121.3","80.2","16.1","27.1","40.6","58.1","80.2","111.0","175.5","513.9","3148.2","14454.5"
"2015","IDN","360","Indonesia","Nusa Tenggara Barat","IDN.20_1","ID.NB","-8.61063098907471","116.838478088379","4868308","244.9","19882.0","1725.3","738.4","923.0","96.2","208.3","404.7","650.2","923.0","1219.3","1528.0","2048.5","4398.0","13484.2"
"2015","IDN","360","Indonesia","Nusa Tenggara Timur","IDN.21_1","ID.NT","-9.23883152008057","122.345504760742","5190774","110.7","46883.1","641.6","193.9","145.2","54.9","77.1","96.1","118.4","145.2","179.8","237.6","380.5","1526.3","11925.2"
"2015","IDN","360","Indonesia","Papua","IDN.23_1","ID.PA","-4.00913047790527","138.312957763672","4327058","13.9","311243.6","283.1","51.6","47.2","5.5","12.3","21.5","32.9","47.2","69.9","106.0","178.7","560.4","7856.2"
"2015","IDN","360","Indonesia","Papua Barat","IDN.22_1","ID.IB","-1.47689461708069","132.532196044922","1046345","10.6","98874.0","425.0","52.5","34.7","4.0","8.3","13.8","21.5","34.7","57.5","122.2","624.2","1365.0","6591.3"
"2015","IDN","360","Indonesia","Riau","IDN.24_1","ID.RI","0.60528427362442","101.606384277344","6766233","75.4","89731.8","720.2","197.4","130.3","32.5","51.0","70.2","93.5","130.3","224.9","433.9","973.7","2484.0","7930.5"
"2015","IDN","360","Indonesia","Sulawesi Barat","IDN.25_1","ID.SR","-2.75361466407776","119.208801269531","1395758","84.1","16589.8","475.1","184.6","159.5","36.0","63.3","92.7","124.3","159.5","217.8","324.4","519.9","1314.3","6598.1"
"2015","IDN","360","Indonesia","Sulawesi Selatan","IDN.26_1","ID.SE","-4.51472330093384","119.869117736816","8630430","196.0","44027.9","2611.9","645.3","466.1","92.9","152.8","210.2","288.9","466.1","800.9","1363.4","4043.1","10628.7","18189.6"
"2015","IDN","360","Indonesia","Sulawesi Tengah","IDN.27_1","ID.ST","-0.74077969789505","120.944618225098","2961346","48.3","61258.3","478.6","124.6","98.1","18.6","31.4","49.2","71.0","98.1","141.4","236.2","516.0","1319.2","5719.3"
"2015","IDN","360","Indonesia","Sulawesi Tenggara","IDN.28_1","ID.SG","-4.4596266746521","122.291732788086","2605463","70.6","36913.5","830.7","195.6","137.8","32.7","56.8","81.2","107.0","137.8","185.5","296.1","820.1","2915.2","10444.5"
"2015","IDN","360","Indonesia","Sulawesi Utara","IDN.29_1","ID.SW","1.45529735088348","124.818328857422","2533752","173.0","14643.3","1405.2","516.4","498.6","74.5","130.8","192.8","297.6","498.6","825.7","1335.4","2250.0","4287.7","10013.9"
"2015","IDN","360","Indonesia","Sumatera Barat","IDN.30_1","ID.SB","-0.657414376735687","100.493919372559","5194086","123.2","42170.8","1223.8","360.3","313.4","52.9","89.5","129.2","188.2","313.4","520.7","778.1","1512.6","4140.7","11759.2"
